datetime,symbol,open,high,low,close,volume,bullish_fvg,bearish_fvg,buy_side_sweep,sell_side_sweep,bullish_mss,bearish_mss
2026-05-04 07:50:00,OANDA:XAUUSD,4614.605,4616.82,4613.45,4616.26,1454.0,False,False,False,False,False,False
2026-05-04 07:55:00,OANDA:XAUUSD,4616.265,4617.075,4612.245,4613.965,1381.0,False,False,False,False,False,False
2026-05-04 08:00:00,OANDA:XAUUSD,4613.96,4613.97,4604.705,4608.76,4367.0,False,False,False,True,False,True
2026-05-04 08:05:00,OANDA:XAUUSD,4608.775,4616.685,4607.19,4615.595,3905.0,False,False,False,False,True,False
2026-05-04 08:10:00,OANDA:XAUUSD,4615.705,4616.195,4610.135,4612.2,3006.0,False,False,False,False,False,False
2026-05-04 08:15:00,OANDA:XAUUSD,4612.21,4614.77,4605.03,4607.82,3744.0,False,True,False,False,False,True
2026-05-04 08:20:00,OANDA:XAUUSD,4608.075,4609.81,4602.24,4604.645,3673.0,False,False,False,True,False,True
2026-05-04 08:25:00,OANDA:XAUUSD,4604.635,4606.81,4601.825,4606.11,3027.0,False,False,False,True,False,False
2026-05-04 08:30:00,OANDA:XAUUSD,4606.13,4610.145,4605.13,4608.45,2593.0,False,False,False,False,True,False
2026-05-04 08:35:00,OANDA:XAUUSD,4608.49,4610.11,4605.39,4606.68,2083.0,False,False,False,False,False,False
2026-05-04 08:40:00,OANDA:XAUUSD,4606.655,4609.01,4605.865,4605.87,1340.0,False,False,False,False,False,False
2026-05-04 08:45:00,OANDA:XAUUSD,4606.045,4610.455,4604.935,4609.58,1693.0,False,False,True,False,True,False
2026-05-04 08:50:00,OANDA:XAUUSD,4609.635,4610.0,4606.99,4609.635,1608.0,False,False,False,False,False,False
2026-05-04 08:55:00,OANDA:XAUUSD,4609.77,4613.585,4609.4,4613.17,1678.0,False,False,True,False,True,False
2026-05-04 09:00:00,OANDA:XAUUSD,4613.125,4614.165,4600.62,4601.315,3390.0,False,True,True,True,False,True
2026-05-04 09:05:00,OANDA:XAUUSD,4601.34,4603.62,4597.995,4599.08,3689.0,False,False,False,True,False,True
2026-05-04 09:10:00,OANDA:XAUUSD,4599.055,4601.875,4596.18,4600.685,2641.0,False,False,False,True,False,False
2026-05-04 09:15:00,OANDA:XAUUSD,4600.73,4604.635,4598.72,4599.235,3287.0,False,False,False,False,False,False
2026-05-04 09:20:00,OANDA:XAUUSD,4599.33,4600.315,4597.33,4598.13,2308.0,False,True,False,False,False,True
2026-05-04 09:25:00,OANDA:XAUUSD,4598.12,4598.54,4594.27,4594.91,1683.0,False,False,False,True,False,True
2026-05-04 09:30:00,OANDA:XAUUSD,4594.905,4599.68,4592.965,4599.335,2489.0,False,False,False,True,True,False
2026-05-04 09:35:00,OANDA:XAUUSD,4599.315,4600.55,4598.3,4600.35,1382.0,False,False,False,False,True,False
2026-05-04 09:40:00,OANDA:XAUUSD,4600.41,4601.785,4599.2,4601.62,1377.0,True,False,False,False,True,False
2026-05-04 09:45:00,OANDA:XAUUSD,4601.595,4603.64,4601.065,4601.37,1546.0,False,False,True,False,False,False
2026-05-04 09:50:00,OANDA:XAUUSD,4601.43,4606.82,4601.21,4606.29,1267.0,True,False,True,False,True,False
2026-05-04 09:55:00,OANDA:XAUUSD,4606.23,4613.965,4605.855,4613.255,1659.0,True,False,True,False,True,False
2026-05-04 10:00:00,OANDA:XAUUSD,4613.26,4618.825,4612.255,4613.28,3155.0,False,False,True,False,False,False
2026-05-04 10:05:00,OANDA:XAUUSD,4613.235,4613.535,4607.585,4608.82,2233.0,False,True,False,False,False,True
2026-05-04 10:10:00,OANDA:XAUUSD,4608.725,4610.27,4603.645,4608.425,2163.0,False,False,False,False,False,False
2026-05-04 10:15:00,OANDA:XAUUSD,4608.365,4608.365,4602.65,4605.155,2725.0,False,False,False,False,False,False
2026-05-04 10:20:00,OANDA:XAUUSD,4605.205,4605.38,4597.54,4598.54,1889.0,False,True,False,True,False,True
2026-05-04 10:25:00,OANDA:XAUUSD,4598.54,4599.25,4591.6,4593.19,2036.0,False,True,False,True,False,True
2026-05-04 10:30:00,OANDA:XAUUSD,4593.115,4596.095,4591.11,4595.51,2479.0,False,False,False,True,False,False
2026-05-04 10:35:00,OANDA:XAUUSD,4595.515,4601.86,4595.215,4600.905,2178.0,True,False,False,False,True,False
2026-05-04 10:40:00,OANDA:XAUUSD,4600.915,4604.26,4599.67,4604.045,1886.0,False,False,False,False,True,False
2026-05-04 10:45:00,OANDA:XAUUSD,4604.13,4605.455,4601.37,4604.825,2304.0,False,False,True,False,True,False
2026-05-04 10:50:00,OANDA:XAUUSD,4604.83,4610.55,4602.88,4609.745,2264.0,True,False,True,False,True,False
2026-05-04 10:55:00,OANDA:XAUUSD,4609.7,4611.325,4605.785,4606.065,2441.0,False,False,True,False,False,False
2026-05-04 11:00:00,OANDA:XAUUSD,4606.04,4607.51,4604.57,4605.515,1917.0,False,False,False,False,False,True
2026-05-04 11:05:00,OANDA:XAUUSD,4605.52,4609.15,4605.22,4608.51,2013.0,False,False,False,False,True,False
2026-05-04 11:10:00,OANDA:XAUUSD,4608.505,4611.975,4606.34,4610.215,2511.0,False,False,True,False,True,False
2026-05-04 11:15:00,OANDA:XAUUSD,4610.26,4610.885,4608.375,4609.23,1882.0,False,False,False,False,False,False
2026-05-04 11:20:00,OANDA:XAUUSD,4609.245,4610.455,4608.535,4610.165,1411.0,False,False,False,False,False,False
2026-05-04 11:25:00,OANDA:XAUUSD,4610.135,4611.055,4608.265,4609.69,935.0,False,False,False,False,False,False
2026-05-04 11:30:00,OANDA:XAUUSD,4609.53,4611.36,4607.695,4608.11,1813.0,False,True,False,False,False,True
2026-05-04 11:35:00,OANDA:XAUUSD,4608.115,4608.12,4601.345,4601.43,1947.0,False,True,False,True,False,True
2026-05-04 11:40:00,OANDA:XAUUSD,4601.425,4605.425,4598.63,4605.215,2157.0,False,False,False,True,False,False
2026-05-04 11:45:00,OANDA:XAUUSD,4605.23,4613.125,4605.23,4610.27,5734.0,True,False,True,False,True,False
2026-05-04 11:50:00,OANDA:XAUUSD,4610.265,4614.425,4609.425,4613.625,3649.0,False,False,True,False,True,False
2026-05-04 11:55:00,OANDA:XAUUSD,4613.63,4617.34,4612.39,4615.315,2473.0,False,False,True,False,True,False
2026-05-04 12:00:00,OANDA:XAUUSD,4615.28,4615.7,4607.92,4610.385,2673.0,False,False,False,False,False,True
